SCHOOL_YEAR,ST,LEA_NAME,ST_LEAID,LEAID,LSTREET1,LSTREET2,LSTREET3,LCITY,LZIP,WEBSITE,G_PK_OFFERED,GSLO,GSHI,GeoId,Geography,Edu_Less_9th,Edu_9th_12th_No_Diploma,Edu_HS_Grad,Edu_Some_College,Edu_Assoc_Degree,Edu_Bach_Degree,Edu_Grad_Prof_Degree,Edu_HS_or_Higher,Edu_Bach_or_Higher,Emp_Labor_Force,Emp_Fem_Labor_Force,Emp_Unemp_Rate,Enroll_Nursery,Enroll_Kindergarten,Enroll_Elem,Enroll_HS,Enroll_College,HH_Married_Children,HH_Avg_Size,Fam_Avg_Size,Housing_Units,Occ_Mgmt_Bus_Sci_Arts,Occ_Service,Occ_Sales_Office,Occ_Nat_Res_Const_Maint,Occ_Prod_Trans_Mat_Mov,Race_White,Race_Black,Race_Amer_Indian_Alaska,Race_Asian,Race_Hawaiian_Pacific,Race_Other,Pop_Under_18,HH_Med_Income,HH_Mean_Income,Fam_Med_Income,Fam_Mean_Income,Fam_Income_150k_199k,Fam_Income_200k_plus,HH_Income_150k_199k,HH_Income_200k_plus,km_euclid,km_maha,km_pc_scaled,km_pc_unscaled,hc_euclid_ward,hc_euclid_mcquitty,hc_pc_dist_scaled_ward,hc_pc_dist_scaled_mcquitty,hc_pc_dist_unscaled_ward,hc_pc_dist_unscaled_mcquitty,euclid_score,mah_score,PC1,PC2,district_name,per_pupil_cost,per_pupil_class_instruction,per_pupil_admin_cost,DistrictName,SchoolYear,mSGP_ELA,mSGP_Math,mSGP_ELA Grade 4,mSGP_ELA Grade 5,mSGP_ELA Grade 6,mSGP_ELA Grade 7,mSGP_ELA Grade 8,mSGP_Math Grade 4,mSGP_Math Grade 5,mSGP_Math Grade 6,mSGP_Math Grade 7,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_ME_Geometry,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_School,TeacherAvgYearsExp_School,TeacherAvgYearsExpInDistrict_School,PercentageTeacherInDistrict4YearsOrMore_School,PercentageOfOutOfFieldTeachers,PercentageTeachersWithProvisionalCredentials_School,Chronic_Abs_Count,Chronic_Abs_Pct,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment,OfficialTotalEnrollment,student_teacher_ratio,student_admin_ratio,dist_colors
2023-2024,NJ,Avon Boro School District,NJ-250180,3401140,505 LINCOLN AVE,NA,NA,AVON,07717,http://WWW.AVONSCHOOL.COM,Yes,PK,08,9700000US3401140,"Avon-by-the-Sea Borough School District, NJ",1.4,1,13.9,8.9,3.6,40.8,30.4,97.6,71.2,59.8,53,5.6,7.2,5.3,33.6,24.8,28.9,7.3,2.06,2.82,1260,50.3,20.3,22.6,3,3.9,97.5,2.1,0,1.8,0,3,13.1,106563,182706,147750,262365,11.2,37.9,8.2,22.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,154,496,-2.6564394288534636,2.5731919458410624,Avon Boro,32945,18509,2666,Avon Boro School District,2023-24,62.5,56,NA,NA,NA,67.5,NA,NA,NA,NA,69.5,74.2,40,80.8,NA,NA,NA,NA,NA,NA,NA,NA,69.4,50,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153846153846154,0.153846153846154,6:1,39:1,20,12.3,6.0,50,5,0,0,0,12.8,12.0,13,11,17,13,12,8,9,9,14,11,0,0,0,0,117,116,6,39,Other
2023-2024,NJ,Barrington School District,NJ-070190,3401170,311 Reading Avenue,NA,NA,Barrington,08007,http://www.barringtonschools.net,Yes,PK,08,9700000US3401170,"Barrington Borough School District, NJ",2.8,1.7,27,17.8,7.2,27.6,15.9,95.5,43.5,72.5,75.7,6.8,10.8,0.5,32.7,10.6,45.4,13.5,2.08,2.82,3449,53.3,10.2,22.5,6.7,7.2,94.5,1.9,1.9,5.7,0,1.2,14.9,82070,102096,118105,131735,12.5,12.4,8.8,7.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,370,336,1.0076412245044883,2.8314609114965092,Barrington Boro,21671,13184,2127,Barrington School District,2023-24,52.5,56,59,50,27,70,54,70.5,52,49,54,51.7,20.7,58,NA,NA,NA,NA,NA,NA,NA,0.117521865889213,44.2,17.2,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0501457725947522,0.0609929078014184,9:1,108:1,63,11.6,10.0,78,1.6,7.9,59,11.4,17.3,35.5,20,59,56,54,60,51,51,67,58,61,0,0,0,0,538,532,9,108,Other
2023-2024,NJ,Bay Head Borough School District,NJ-290210,3401230,145 Grove Street,NA,NA,Bay Head,08742,http://www.bayheadschool.org,No,KG,08,9700000US3401230,"Bay Head Borough School District, NJ",0.7,1.4,12.1,10.9,5.9,40.8,28.2,97.9,69,60.4,53.1,2.7,0,7.3,49.7,17.5,25.4,8.8,2.26,2.95,1028,58.5,9.1,24.6,4.9,3,97.3,0.1,0,4.8,0,1.6,12.6,127500,215397,205938,288018,12.7,51.9,8.5,37.1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,124,437,-4.212543058318873,2.0838553215728886,Bay Head Boro,27892,15573,2443,Bay Head Borough School District,2023-24,37,47,38,81,37,35.5,21.5,75.5,68,29.5,33.5,70.1,NA,71.4,NA,NA,NA,NA,NA,NA,NA,0.126704545454545,55.2,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0938823529411765,0.110833333333333,6:1,60:1,19,10.8,9.5,61.1,0,5.3,4,3.4,2.5,0.0,0,12,5,14,12,10,13,22,16,14,0,0,0,0,119,120,6,60,Other
2023-2024,NJ,Beach Haven School District,NJ-290230,3401290,700 North Beach Ave.,NA,NA,Beach Haven,08008,http://www.BeachHavenSchool.com,Yes,PK,06,9500000US3401290,"Beach Haven Borough School District, NJ",7.5,2.6,11.1,10.5,4.6,38,25.6,89.9,63.6,52.2,47.7,4.5,6.4,5.2,29.5,19.1,39.9,11.4,2.15,2.6,2690,55.8,10.5,27.5,2.9,3.3,88,0.1,0.1,0.8,0.3,12.4,11.5,110815,174906,143750,220965,18.2,28.7,12,24.6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,247,397,-1.8711652065446511,2.7092546024514026,Beach Haven Boro,37201,18796,2366,Beach Haven School District,2023-24,30.5,53,NA,NA,29,NA,NA,NA,NA,56,NA,51.5,NA,51.7,NA,NA,NA,NA,NA,NA,NA,NA,45.5,NA,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.08,5:1,60:1,12,9.1,5.1,54.5,0,0,6,11.5,0.0,0.0,8,3,5,11,3,9,8,13,0,0,0,0,0,0,60,63,5,60,Other
2023-2024,NJ,Bedminster Township Public School District,NJ-350240,3401320,234 Somerville Road,NA,NA,Bedminster,07921,http://www.bedminsterschool.org,Yes,PK,08,9700000US3401320,"Bedminster Township School District, NJ",0.9,0.7,14.9,12.2,8.6,34.7,27.9,98.4,62.7,69.3,65.7,4.6,8.8,2.1,33.1,21.9,34.2,12.8,1.98,2.84,4184,63.3,5.4,22.3,5.2,3.9,84.8,4.1,0.1,16.5,0,3.3,14.6,126190,173550,161063,219996,9.5,42.8,11.9,29.9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151,457,-3.18001091898005,2.3068913335053174,Bedminster Twp,30689,17364,2439,Bedminster Township Public School District,2023-24,59,67,66.5,86.5,40,51,43,44,74,78,60,69.3,24.4,77.6,NA,NA,NA,NA,NA,NA,NA,0.247216494845361,58.3,17.8,65.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159305555555556,0.177449392712551,9:1,110:1,50,14.3,11.5,80,0,6,41,9.8,16.9,9.6,20,48,38,39,39,50,58,46,55,46,0,0,0,0,439,428,9,110,Other
2023-2024,NJ,Bellmawr Public School District,NJ-070260,3401380,256 Anderson Ave,NA,NA,Bellmawr,08031,http://www.bellmawrschools.org,Yes,PK,08,9500000US3401380,"Bellmawr Borough School District, NJ",5.1,7.1,39.4,20.8,5.9,15.8,5.9,87.8,21.7,62.9,56.5,5.5,4.6,6.3,42.4,24.4,22.2,17.7,2.41,3.15,5154,36.8,16.5,23.4,8.3,15,81.4,6.3,0.6,10.6,0.2,7.5,20.8,71935,88027,78828,99338,12.5,6.7,10.3,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,422,121,3.9506481626262016,0.2445538231749268,Bellmawr Boro,17421,10625,1554,Bellmawr Public School District,2023-24,52,43,60,50.5,51,55,46,34,43,56,43.5,58.4,19,64.1,NA,NA,NA,NA,NA,NA,NA,0.167904761904762,36.4,11.4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0421360759493671,0.0474856046065259,11:1,108:1,104,11.5,10.2,73.8,0,2.9,161,15.6,14.8,47.4,154,118,109,128,115,100,96,128,117,113,0,0,0,0,1184,1170,11,108,Other
2023-2024,NJ,Belmar Elementary School District,NJ-250270,3401410,1101 Main St,NA,NA,Belmar,07719,http://www.belmar.k12.nj.us,Yes,PK,08,9700000US3401410,"Belmar Borough School District, NJ",2.6,4.6,16.8,18,7.9,35.6,14.4,92.8,50,71.4,68.8,6.8,6,10.2,26.8,27.7,29.4,9.3,2.17,3.12,3831,41.4,25.1,17.8,7,8.7,90,6.3,0,1,0,7,13.3,89736,141571,141293,192373,12.7,35,9.1,22.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,281,273,0.49820009740226656,1.8057347210848338,Belmar Boro,23526,13709,2623,Belmar Elementary School District,2023-24,50.5,44,38.5,54,53.5,56,43.5,32.5,80.5,42,44,58.8,19.6,71.8,NA,NA,NA,NA,NA,NA,NA,0.185022421524664,45.8,14.3,56.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096079295154185,0.117134831460674,8:1,103:1,52,15.0,12.2,84.6,0,1.9,39,11.1,22.9,52.4,58,37,30,53,35,32,31,41,41,51,0,0,0,0,410,398,8,103,Other
2023-2024,NJ,Berkeley Township School District,NJ-290320,3401560,53 Central Parkway,NA,NA,Bayville,08721,http://www.btboe.org,Yes,PK,06,9500000US3401560,"Berkeley Township School District, NJ",2.8,7.5,39.8,19.4,8.7,15.7,6.1,89.7,21.8,47.2,41,6,7.6,5.1,45.8,19.6,21.9,9.8,2.02,2.74,24870,34.2,16.9,24,13.3,11.6,89.8,4.5,0.7,4.1,0.3,5.3,12.2,63200,94375,89938,113155,7.9,11.1,6,7.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,499,111,4.456299163809251,2.6116109644437775,Berkeley Twp,16698,9844,1671,Berkeley Township School District,2023-24,47,49,45,42.5,51.5,NA,NA,46.5,52,47,NA,42.9,16,52.9,NA,NA,NA,NA,NA,NA,NA,0.0521996466431095,38,15,46.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0485286343612335,0.0485286343612335,11:1,186:1,211,14.2,12.6,85.8,0,2.8,398,19.9,25.0,31.6,404,280,259,276,315,307,286,271,0,0,0,0,0,0,2398,2394,11,186,Other
2023-2024,NJ,Berlin Borough School District,NJ-070330,3401590,215 South Franklin Avenue,NA,NA,Berlin,08009,http://www.bcsberlin.org,Yes,PK,08,9500000US3401590,"Berlin Borough School District, NJ",2.7,3.3,27.7,16.7,16.1,26.1,7.4,94,33.5,66.6,57,1.8,2.9,3.3,33.2,27.7,32.9,18.1,2.61,3.26,3007,41.1,14.1,24.9,6.6,13.2,83.2,12.8,0.1,2.9,0.5,6.6,21.3,98706,115738,128958,138373,30.3,13.4,21.9,10.9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,438,420,1.0054927179116924,2.466791500893698,Berlin Boro,15873,10054,1526,Berlin Borough School District,2023-24,54,63,50,57,50,57.5,53.5,54,49.5,74,80,55.5,21.3,62.5,NA,NA,NA,NA,NA,NA,NA,0.123942133815552,48.2,16,54.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0661663652802893,0.0554120267260579,11:1,170:1,76,13.5,10.3,76.8,5.3,1.3,125,15.2,16.9,17.2,27,84,83,94,82,100,93,88,90,106,0,0,0,0,847,840,11,170,Other
2023-2024,NJ,Berlin Township School District,NJ-070340,3401620,225 Grove Avenue,NA,NA,West Berlin,08091,http://www.btwpschools.org,Yes,PK,08,9700000US3401620,"Berlin Township School District, NJ",7.7,3,37.2,20.5,7.1,19.8,4.8,89.3,24.5,70.5,71.7,2.7,6.7,0,61.8,17.3,14.2,12.9,2.59,3.65,2364,30.1,24.9,24.6,11.6,8.8,73.2,6.4,0.4,6.9,0,18.2,16.9,87593,97288,114659,124752,18.4,7.3,14.2,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,443,525,3.49782237883076,-0.6191723416393846,Berlin Twp,18804,11585,1980,Berlin Township School District,2023-24,55,60,56.5,48.5,41,87,34,48.5,60,32,79,40.8,NA,50.4,NA,NA,NA,NA,NA,NA,NA,0.105533141210375,26.3,NA,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0276080691642651,0.0310032362459547,12:1,129:1,53,12.9,10.5,67.9,5.7,8.2,88,16.2,18.0,36.2,51,62,67,78,50,58,79,66,76,55,0,0,0,0,642,612,12,129,Other
2023-2024,NJ,Bethlehem Township School District,NJ-190370,3401710,280 Asbury West Portal Road,NA,NA,Asbury,08802,http://www.btschools.org,Yes,PK,08,9500000US3401710,"Bethlehem Township School District, NJ",0.2,0.4,14.3,19.6,3.6,44.2,17.6,99.3,61.8,70.3,59.5,1.4,11.5,7.3,32.4,25.8,22.9,27.7,2.8,2.92,1411,58,12.4,17.5,7,5.2,96.6,0.7,0.1,2.1,0,7.2,22,156875,200367,162344,214560,20,34.6,18.7,32.3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,96,219,-3.962173648887585,1.2042150478455025,Bethlehem Twp,22681,11689,2354,Bethlehem Township School District,2023-24,34.5,37,40.5,15,46,36.5,32,17,31,33,49,49.6,17.5,61.5,NA,NA,NA,NA,NA,NA,NA,0.0689699570815451,50.2,20.6,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0596153846153846,0.0535483870967742,10:1,76:1,37,10.6,8.1,61.1,5.4,0,39,11,26.1,2.4,28,36,37,44,39,33,30,41,46,45,0,0,0,0,379,362,10,76,Other
2023-2024,NJ,Beverly City School District,NJ-050380,3401740,601 Bentley Ave.,NA,NA,Beverly,08010,http://www.beverlycityschool.org,Yes,PK,08,9700000US3401740,"Beverly City School District, NJ",0.9,6,38.8,21,8,15.9,9.4,93.1,25.3,59,51.9,7.7,7.9,3,28.1,12.8,48.3,13.1,3,3.33,988,36.5,15.6,14.9,8.3,24.7,61.1,34,1.9,1.8,1.8,12.7,17.8,90069,101072,100000,103466,20.3,13.9,18.2,10.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,525,529,3.8753357622858746,0.1578819644644815,Beverly City,21531,12796,1671,Beverly City School District,2023-24,40.5,44,38,42,45,49,27,38.5,20,46.5,53,45.5,NA,54.5,NA,NA,NA,NA,NA,NA,NA,0.0780110497237569,31.5,NA,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166120218579235,0.0191194968553459,9:1,85:1,37,6.3,6.3,51.4,13.5,2.7,63,21.4,14.4,60.9,49,39,30,38,39,23,29,35,35,23,0,0,0,0,340,334,9,85,Other
2023-2024,NJ,Blairstown Elementary Township School District,NJ-410400,3401800,1 Sunset Hill Road,NA,NA,Blairstown,07825,http://www.blairstownelem.net,Yes,PK,06,9500000US3401800,"Blairstown Township School District, NJ",1.8,5.2,28.4,15.5,7.6,32.4,9.1,93,41.5,62,59,7.6,8.3,2.9,39.2,13.3,36.3,22,2.66,3.17,2883,40.5,25.9,15.9,11.2,6.4,97.2,1.8,0.5,2.7,0,3.4,17.1,128074,139758,151071,164273,25.4,25,21.5,18.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,319,282,0.20277644068357326,1.7336371440576317,Blairstown Twp,19193,11651,1826,Blairstown Elementary Township School District,2023-24,50,50,49,50,49,NA,NA,46.5,43,69.5,NA,38.8,NA,46.4,NA,NA,NA,NA,NA,NA,NA,0.0175,36.1,11.4,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0395555555555556,0.0395555555555556,10:1,107:1,43,15.4,14.0,88.4,2.3,0,66,16.6,23.4,15.7,30,60,53,54,53,76,53,49,0,0,0,0,0,0,428,425,10,107,Other
2023-2024,NJ,Bloomingdale School District,NJ-310420,3401860,225 Glenwild Avenue,NA,NA,Bloomingdale,07403,http://www.bloomingdaleschools.org,Yes,PK,08,9700000US3401860,"Bloomingdale Borough School District, NJ",5.2,3.5,26.8,20.6,5.4,23.1,15.5,91.3,38.5,68.7,63.5,4.3,4.7,4.7,35.4,21.8,33.5,22.1,2.58,3.31,3018,43.3,11,28.5,10.3,6.9,86.4,4.8,0,4.8,0.6,12.2,18.2,125865,153373,140538,167391,13.7,31.2,10.5,26.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,205,72,0.2914954921152258,0.4371119732721811,Bloomingdale Boro,22750,12193,1849,Bloomingdale School District,2023-24,55,65,54,49,54,41,84,83.5,48,72,44,56.1,21.6,65.8,NA,NA,NA,NA,NA,NA,NA,0.0942388059701493,53.8,24.3,62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0632047477744807,0.0726241134751773,10:1,107:1,62,10.3,10.2,61.3,1.6,7.9,56,10.3,23.4,33.2,102,58,75,57,58,69,46,59,61,56,0,0,0,0,641,641,10,107,Other
2023-2024,NJ,Bloomsbury Borough School District,NJ-190430,3401890,20 Main Street,NA,NA,Bloomsbury,08804,http://www.bburyes.org,Yes,PK,08,9700000US3401890,"Bloomsbury Borough School District, NJ",1.1,10.3,19.1,16.7,7.9,35.2,9.6,88.6,44.9,64.3,61.9,4.2,1,8.7,28,18.8,43.5,12.5,2.23,2.84,425,46.5,12.6,17.6,12,11.3,95,4,0.7,1.6,0,1.2,14.4,85446,91750,106667,116199,17.5,7.9,11.7,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,442,391,1.9592980024457634,2.946763944191658,Bloomsbury Boro,30019,19106,2145,Bloomsbury Borough School District,2023-24,45,52,NA,39,NA,45,NA,NA,45.5,NA,52,42.3,30,45.2,NA,NA,NA,NA,NA,NA,NA,NA,36.5,20,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0942857142857143,0.0942857142857143,6:1,103:1,16,10.0,6.4,40,12.5,6.3,5,5.6,17.5,19.4,9,12,10,13,9,8,12,8,12,6,0,0,0,0,103,98,6,103,Other
2023-2024,NJ,Boonton Township School District,NJ-270460,3401980,11 Valley Road,NA,NA,Boonton Township,07005,http://www.rvsnj.org,Yes,PK,08,9700000US3401980,"Boonton Township School District, NJ",1.5,1.4,15.4,11.1,4.6,37.1,28.8,97,66,60.6,54.5,4.7,13.3,1.3,39.1,32.2,14.2,34.5,3.03,3.32,1532,57.8,5.6,29.2,3.2,4.3,93.5,1.2,0,5.2,0,3.6,26.8,168558,229677,204615,253044,15.3,50.9,15.5,44.6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,15,165,-5.4859467883008115,-0.9663380419110128,Boonton Twp,23699,14451,2655,Boonton Township School District,2023-24,63,57.5,39,73.5,56.5,40,82.5,48,66,64,49,79.6,44.2,88.5,NA,NA,NA,NA,NA,NA,NA,0.256911196911197,65.4,36.5,72.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148793774319066,0.193131313131313,10:1,102:1,43,12.7,9.6,74.4,2.3,9.3,24,6,20.3,2.2,17,47,49,39,48,26,40,44,40,59,0,0,0,0,409,407,10,102,Other
2023-2024,NJ,Bradley Beach School District,NJ-250500,3402130,515 Brinley Avenue,NA,NA,Bradley Beach,07720,http://www.bbesnj.org,Yes,PK,08,9700000US3402130,"Bradley Beach Borough School District, NJ",4.7,5.5,14.5,11.1,4.8,31.8,27.6,89.8,59.4,61.1,48.8,3.4,0,12,35.7,21,31.3,10.1,2.15,2.85,2670,56.6,9.7,19.9,10.6,3.1,88.2,2,0,3.9,0,9,14.8,89967,116131,101635,152600,14.4,17.7,11.7,10.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,346,490,-0.20190910046686067,2.0151841207355496,Bradley Beach Boro,30488,17906,2715,Bradley Beach School District,2023-24,51,65,59.5,43.5,29.5,68,51.5,48,64,72,71.5,50.9,24,58.8,NA,NA,NA,NA,NA,NA,NA,0.124375,37.3,16,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105333333333333,0.117659574468085,6:1,65:1,34,11.9,9.7,73.5,5.9,0,13,8.3,20.6,59.3,36,15,15,15,19,14,23,21,17,19,0,0,0,0,194,196,6,65,Other
2023-2024,NJ,Branchburg Township School District,NJ-350510,3402160,240 Baird Road,NA,NA,Branchburg,08876,http://www.branchburg.k12.nj.us,Yes,PK,08,9700000US3402160,"Branchburg Township School District, NJ",0.9,1.7,14.7,12.4,6.3,37.4,26.6,97.3,63.9,72.8,68.6,6.3,4.6,5.5,30.5,28,31.4,26.6,2.67,3.14,5624,55.6,10.2,23.6,4.1,6.5,82.6,4.9,0.6,13.3,0,4,19.4,163800,195043,188548,207837,19.6,45.6,16.2,39,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,89,31,-3.9975166492145076,0.35420453224385284,Branchburg Twp,23842,13969,2362,Branchburg Township School District,2023-24,54,43,53.5,53,52.5,36,84,55.5,47,29.5,47,66.7,28,75.5,NA,NA,NA,NA,NA,NA,NA,0.2493401592719,59.8,23.9,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0963431151241535,0.115788751714678,9:1,126:1,155,11.4,10.7,68.4,0,5.8,95,7.1,16.9,7.9,39,149,149,141,159,151,160,139,157,134,0,0,0,0,1378,1369,9,126,Other
2023-2024,NJ,Brielle Boro School District,NJ-250560,3402310,605 UNION LANE,NA,NA,BRIELLE,08730,http://www.brielleschool.org,Yes,PK,08,9700000US3402310,"Brielle Borough School District, NJ",1.9,1.8,12.6,11.9,5.8,39.6,26.4,96.3,66,68,64.2,6.1,11.7,2.5,48.4,17.9,19.5,26.2,2.69,3.36,2149,58.5,8.1,26.7,2.4,4.3,96.5,0.9,1.4,0.7,0,2,24.5,160845,214917,169676,225697,19.9,41.7,16.9,37.1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,48,6,-4.269327913750252,-0.3255225292526377,Brielle Boro,22564,12701,2186,Brielle Boro School District,2023-24,53,52.5,49,60,53.5,69,21,55,64,40,51.5,74.4,40,85.5,NA,NA,NA,NA,NA,NA,NA,0.232508143322476,59.2,21.3,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0995681063122923,0.103095238095238,8:1,119:1,56,12.3,12.3,71.4,1.8,0,15,3.3,24.8,2.9,20,52,49,46,44,51,49,58,56,50,0,0,0,0,475,478,8,119,Other
2023-2024,NJ,Brigantine Public School District,NJ-010570,3402340,301 East Evans Boulevard,NA,NA,Brigantine,08203,http://www.brigantineschools.org,Yes,PK,08,9700000US3402340,"Brigantine City School District, NJ",4,5.2,23.3,18.1,5.9,27.3,16.2,90.8,43.5,60,55,4.9,6.2,0.5,45.4,12.7,35.2,8.4,2.08,2.61,9191,44.3,23.1,19.6,6.5,6.5,88.6,1.9,0.1,7,0.1,7.3,9.8,91307,136294,120335,174919,12.1,24.2,11.3,17.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,359,317,1.1454285507953799,2.569194188667392,Brigantine City,39845,23501,2581,Brigantine Public School District,2023-24,49,57,43,69.5,42,82.5,29.5,53.5,57.5,44,65.5,50.5,21.4,57.6,NA,NA,NA,NA,NA,NA,NA,0.0835680751173709,45.5,23.8,50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0407441860465116,0.0486666666666667,6:1,95:1,60,16.5,15.1,80,1.7,5,65,20.2,19.8,30.4,55,32,38,38,27,36,39,38,41,34,0,0,0,0,378,383,6,95,Other
2023-2024,NJ,Brooklawn Public School District,NJ-070580,3402370,301 Haakon Road,NA,NA,Brooklawn,08030,http://www.alicecostello.com,Yes,PK,08,9700000US3402370,"Brooklawn Borough School District, NJ",3.2,15.5,39,21,7.7,10.8,2.7,81.3,13.5,59.5,63.7,7.6,2.1,3.3,46.1,17.6,30.9,12.5,2.22,2.83,962,31.6,20,23.4,9.6,15.4,81.3,14,0,7,0,3.2,20.6,58288,71216,66118,82063,1.6,5.1,2.2,3.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518,399,6.407758221650455,0.24567517114000628,Brooklawn Boro,21176,13288,1727,Brooklawn Public School District,2023-24,40,41,25,61,40,28,75.5,34,31,61,43,44.1,16.7,52,NA,NA,NA,NA,NA,NA,NA,0.0247798742138365,37.9,19.4,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0264150943396226,0.0234074074074074,8:1,90:1,33,13.6,11.7,81.8,9.1,0,43,17.6,24.2,67.3,18,30,23,28,19,30,32,31,30,25,0,0,0,0,269,263,8,90,Other
2023-2024,NJ,Byram Township School District,NJ-370640,3402550,12 Mansfield Drive,NA,NA,Stanhope,07874,http://www.byramschools.org,Yes,PK,08,9500000US3402550,"Byram Township School District, NJ",0.5,2.2,20.7,21.8,11,28.3,15.5,97.3,43.7,72.9,73.3,6.1,3.2,3.9,39,28.2,25.7,22.1,2.72,3.03,3246,45,13.8,24.2,8.7,8.3,94.1,1.2,0.2,3.5,0.2,9.1,19.5,131792,149562,146327,163563,21.6,25.6,20.4,21.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,243,278,-0.7093056086821058,1.9447360392321371,Byram Twp,18090,10605,2030,Byram Township School District,2023-24,56,48.5,67,56.5,65,28,56,68.5,21,54,49,62.5,31.5,73.5,NA,NA,NA,NA,NA,NA,NA,0.144954128440367,43.5,23.9,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029981684981685,0.0285483870967742,12:1,170:1,72,14.2,11.9,73.6,0,0,55,7,23.2,7.4,44,77,82,73,90,86,89,87,92,113,0,0,0,0,833,826,12,170,Other
