SCHOOL_YEAR,ST,LEA_NAME,ST_LEAID,LEAID,LSTREET1,LSTREET2,LSTREET3,LCITY,LZIP,WEBSITE,G_PK_OFFERED,GSLO,GSHI,GeoId,Geography,Edu_Less_9th,Edu_9th_12th_No_Diploma,Edu_HS_Grad,Edu_Some_College,Edu_Assoc_Degree,Edu_Bach_Degree,Edu_Grad_Prof_Degree,Edu_HS_or_Higher,Edu_Bach_or_Higher,Emp_Labor_Force,Emp_Fem_Labor_Force,Emp_Unemp_Rate,Enroll_Nursery,Enroll_Kindergarten,Enroll_Elem,Enroll_HS,Enroll_College,HH_Married_Children,HH_Avg_Size,Fam_Avg_Size,Housing_Units,Occ_Mgmt_Bus_Sci_Arts,Occ_Service,Occ_Sales_Office,Occ_Nat_Res_Const_Maint,Occ_Prod_Trans_Mat_Mov,Race_White,Race_Black,Race_Amer_Indian_Alaska,Race_Asian,Race_Hawaiian_Pacific,Race_Other,Pop_Under_18,HH_Med_Income,HH_Mean_Income,Fam_Med_Income,Fam_Mean_Income,Fam_Income_150k_199k,Fam_Income_200k_plus,HH_Income_150k_199k,HH_Income_200k_plus,km_euclid,km_maha,km_pc_scaled,km_pc_unscaled,hc_euclid_ward,hc_euclid_mcquitty,hc_pc_dist_scaled_ward,hc_pc_dist_scaled_mcquitty,hc_pc_dist_unscaled_ward,hc_pc_dist_unscaled_mcquitty,euclid_score,mah_score,PC1,PC2,district_name,per_pupil_cost,per_pupil_class_instruction,per_pupil_admin_cost,DistrictName,SchoolYear,mSGP_ELA,mSGP_Math,mSGP_ELA Grade 4,mSGP_ELA Grade 5,mSGP_ELA Grade 6,mSGP_ELA Grade 7,mSGP_ELA Grade 8,mSGP_Math Grade 4,mSGP_Math Grade 5,mSGP_Math Grade 6,mSGP_Math Grade 7,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_ME_Geometry,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_School,TeacherAvgYearsExp_School,TeacherAvgYearsExpInDistrict_School,PercentageTeacherInDistrict4YearsOrMore_School,PercentageOfOutOfFieldTeachers,PercentageTeachersWithProvisionalCredentials_School,Chronic_Abs_Count,Chronic_Abs_Pct,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment,OfficialTotalEnrollment,student_teacher_ratio,student_admin_ratio,dist_colors
2023-2024,NJ,Tabernacle Township School District,NJ-055130,3416020,132 New Road,NA,NA,Tabernacle,08088,http://www.tabschools.org,Yes,PK,08,9500000US3416020,"Tabernacle Township School District, NJ",0,4.6,28,20.3,5.7,24.6,16.8,95.4,41.5,59.9,59.4,2.1,14.4,8.6,30.6,22.3,24,18,2.56,2.99,2766,53.5,13.6,24,3.9,5,97.7,1.8,0,1.3,0,1.5,16.7,104946,125528,121032,147034,12.7,24,9.7,19.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,203,326,-0.19758208867045168,2.219721505018908,Tabernacle Twp,19300,11360,1718,Tabernacle Township School District,2023-24,49,48,58,30,40,71,52,53,27.5,45,52,45.3,20.9,51.5,NA,NA,NA,NA,NA,NA,NA,0.0578271028037383,46.7,23.8,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0427294685990338,0.0486086956521739,12:1,144:1,59,13.1,10.2,69.5,1.7,15.3,56,8.5,19.0,8.9,43,86,65,66,72,67,70,91,70,78,0,0,0,0,708,688,12,144,Other
2023-2024,NJ,Tewksbury Township School District,NJ-195180,3416170,173 Old Turnpike Road,NA,NA,Califon,07830,http://www.tewksburyschools.org,Yes,PK,08,9500000US3416170,"Tewksbury Township School District, NJ",1.1,0,14.3,12.6,6.8,29.2,35.9,98.9,65.1,60,57.2,3,2.7,2.7,47.6,20.2,26.9,17.5,2.56,2.84,2446,63.3,11.4,20.1,5,0.3,89.6,5,0.3,3.7,0.4,3.3,17.2,176932,239030,200792,263034,20.1,51,17.7,45,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,110,410,-5.044298259047709,1.5324713484391328,Tewksbury Twp,28669,15997,2175,Tewksbury Township School District,2023-24,52,45,50.5,81,30,44.5,57,48.5,29,24,81.5,74.1,30.6,82,NA,NA,NA,NA,NA,NA,NA,0.306112852664577,60.1,28.6,65.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0960815047021944,0.115225563909774,9:1,81:1,54,14.6,12.7,77.8,1.9,7.4,32,6.7,13.8,3.3,11,43,42,62,48,56,58,57,53,55,0,0,0,0,485,483,9,81,Other
2023-2024,NJ,Tinton Falls School District,NJ-255185,3416200,658 Tinton Avenue,NA,NA,Tinton Falls,07724,http://www.tfschools.org,Yes,PK,08,9500000US3416200,"Tinton Falls Borough School District, NJ",1.4,1.3,20.8,15.4,8,31.5,21.5,97.3,53,63.2,57.2,5.9,5.6,3.1,32.7,33.4,25.2,16.4,2.17,3.01,9459,51.4,9.1,27.3,4.9,7.2,82.7,10,0.6,8,1.5,4.8,17.5,104429,143334,163184,193793,16,39.1,11.5,25.2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,228,393,-1.4892437287136,1.8982433637418232,Tinton Falls,22235,13494,2099,Tinton Falls School District,2023-24,56,44.5,49,61.5,63,55,56.5,47,52,38,43,61.7,23.7,74.4,NA,NA,NA,NA,NA,NA,NA,0.204976303317536,45.3,19,54.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0669714964370546,0.0788746438746439,8:1,134:1,163,11.4,10.7,72.4,2.5,16,155,11.9,23.5,16.9,42,140,143,147,134,144,134,159,147,149,0,0,0,0,1339,1364,8,134,Other
2023-2024,NJ,Totowa Public School District,NJ-315200,3416260,294 Totowa Road,NA,NA,Totowa,07512,http://www.totowa.k12.nj.us,Yes,PK,08,9500000US3416260,"Totowa Borough School District, NJ",3,4,31,18.9,7.6,25.1,10.5,93,35.6,67,60.1,5.4,6.3,3.8,51.1,19.3,19.5,22.5,2.84,3.21,3860,42.2,14.1,28,5.6,10.1,88.9,4.7,0.3,3.5,0,17.3,23,112097,144604,117989,146081,18.2,22.1,14.8,22.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,206,94,0.705739713997045,-0.14239590334708258,Totowa Boro,20816,12716,2158,Totowa Public School District,2023-24,61,48,64.5,56,46,66,65,56,33,49,52.5,53.1,10.5,60.4,NA,NA,NA,NA,NA,NA,NA,0.157491525423729,34.6,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0354974704890388,0.0359957627118644,14:1,116:1,68,13.4,12.6,80.9,7.4,0,61,7.2,14.4,21.2,78,77,80,89,100,86,90,99,102,123,0,0,0,0,924,916,14,116,Other
2023-2024,NJ,Tuckerton Borough School District,NJ-295220,3416320,217 Marine Street,NA,NA,Tuckerton,08087,http://www.tesnj.com,Yes,PK,06,9500000US3416320,"Tuckerton Borough School District, NJ",1.5,4,26.8,20.4,8.8,27.2,11.4,94.6,38.6,63.2,64.5,8.7,15.1,0,19.7,30.2,34.9,12.2,2.3,3.04,1790,40.6,13.3,27.4,9.5,9.3,97.2,1.6,0.2,2.7,1,5.2,18.9,80957,101557,94648,130774,13.2,17.5,10.4,9.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,377,408,1.8221795370495208,2.8993596068726646,Tuckerton Boro,19027,11729,1245,Tuckerton Borough School District,2023-24,41,44,21,53,46,NA,NA,41,46,61,NA,33.6,NA,40.5,NA,NA,NA,NA,NA,NA,NA,0.0230281690140845,31.5,11.1,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0312676056338028,0.0312676056338028,9:1,75:1,35,9.9,8.8,63.6,0,11.4,55,22.6,16.1,48.8,53,30,36,35,40,38,35,30,0,0,0,0,0,0,297,303,9,75,Other
2023-2024,NJ,Union Beach Public School District,NJ-255230,3416350,1207 Florence Ave,NA,NA,Union Beach,07735,http://www.unionbeachschools.org,Yes,PK,08,9700000US3416350,"Union Beach Borough School District, NJ",1.9,3.8,26.7,22.6,9.4,21.9,13.8,94.4,35.7,76.2,70.3,3.6,7.4,3.5,30.8,22.1,36.1,19.4,2.89,3.27,2221,39.2,9.4,24.8,9,17.6,90.3,3,0.6,1.4,0,11,16.2,124828,148210,143077,165320,10.1,36.2,12,29.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,237,451,0.5594701766622909,0.756065903864886,Union Beach,16390,9942,2117,Union Beach Public School District,2023-24,50,55.5,55,46,39,68,35,37.5,38.5,69,67,45,12.3,52.7,NA,NA,NA,NA,NA,NA,NA,0.0734513274336283,35.9,13.8,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0132153392330383,0.0155555555555556,11:1,206:1,55,14.7,14.7,83.6,3.6,0,42,8.3,18.9,39.2,119,53,62,45,53,54,54,63,65,50,0,0,0,0,618,606,11,206,Other
2023-2024,NJ,Union Township School District,NJ-195270,3416440,149 Perryville Road,NA,NA,Hampton,08827,http://www.uniontwpschool.org,Yes,PK,08,9500000US3416440,"Union Township School District, NJ",3.4,2.4,25.1,11.5,10.3,30.2,16.9,94.1,47.2,57,52.6,7.5,2.4,4.5,33.7,33.7,25.7,18.7,2.45,2.88,2368,57.1,8.6,20.7,6.7,7,88.6,4.5,0.3,5.8,0,2.9,15.4,118370,147087,134083,170767,19.6,25.5,14,22.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,244,361,-1.014331839772573,2.2382146716657276,Union Twp,20897,11378,1802,Union Township School District,2023-24,49,55,40.5,40,46.5,48,73,66,28,58,74.5,74.9,39.3,84,NA,NA,NA,NA,NA,NA,NA,0.262890365448505,69.2,39.3,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173222591362126,0.15656779661017,10:1,85:1,51,9.6,9.1,62.7,2,5.9,35,7.6,22.7,3.7,51,49,50,52,51,53,50,44,41,66,0,0,0,0,507,473,10,85,Other
2023-2024,NJ,Upper Deerfield Township School District,NJ-115300,3416530,1385 Highway 77,NA,NA,Seabrook,08302,http://www.udts.org,Yes,PK,08,9500000US3416530,"Upper Deerfield Township School District, NJ",6.2,8.8,46.6,14.3,6.5,11.6,5.9,85,17.6,64.8,56.8,9.3,12.4,2.9,36.7,26.7,21.3,15,2.69,3.07,3077,29.8,18.4,25.3,8.5,18,72.7,17,2.2,6,0,6.3,22.9,74823,92528,87308,105106,14.6,6.4,9.9,6.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,461,330,4.905252984611157,-0.7753839641070337,Upper Deerfield Twp,20490,11893,1673,Upper Deerfield Township School District,2023-24,51,52,47.5,53,51.5,41.5,64,53,46.5,58,51,30.2,16.1,36.2,NA,NA,NA,NA,NA,NA,NA,0.0445924453280318,20.3,13.4,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00575396825396825,0.004,11:1,134:1,87,15.3,12.6,77,5.7,2.3,164,20.6,27.3,57.0,142,95,82,98,98,87,80,86,80,87,0,0,0,0,935,969,11,134,Other
2023-2024,NJ,UPPER PITTSGROVE TWP School District,NJ-335320,3416590,235 Pine Tavern Rd.,NA,NA,Monroeville,08343,http://www.upsnj.org/,Yes,PK,08,9700000US3416590,"Upper Pittsgrove Township School District, NJ",1.7,4.5,48.8,11.8,5.8,17.6,9.8,93.8,27.4,59.4,49.5,8.1,4,5.6,31.2,22.7,36.5,20.5,3,3.3,1206,41.4,14.3,23,8.2,13.2,93.2,4.7,0.8,1.3,0,6,18.6,80952,114093,91615,127589,23.3,12,19.7,9.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,426,516,1.9469162920098035,1.4236476176063624,Upper Pittsgrove Twp,17276,10640,1466,Upper Pittsgrove Twp School District,2023-24,53,60,64,23,56,62,56,60,53,61,63,58.9,20.7,66,NA,NA,NA,NA,NA,NA,NA,0.111147540983607,56.8,27.6,62.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049016393442623,0.0468,10:1,114:1,36,16.8,14.1,77.8,0,5.6,33,11,17.5,16.6,44,35,41,32,30,32,28,38,28,34,0,0,0,0,343,341,10,114,Other
2023-2024,NJ,Upper Saddle River School District,NJ-035330,3416620,395 West Saddle River Road,NA,NA,Upper Saddle River,07458,http://www.usrschoolsk8.com,Yes,PK,08,9500000US3416620,"Upper Saddle River Borough School District, NJ",2.1,1.1,7.4,10.6,6.1,41.2,31.3,96.7,72.6,66.2,61.2,7.7,5.4,7.2,32.1,33.8,21.5,43.4,3.19,3.29,2616,69.3,5.9,19.7,3,2.2,82.4,3.1,0.2,18,0,3.9,26.2,234476,328250,238455,336451,13,59,12.5,56.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26,11,-7.633539797252263,-2.542895188883294,Upper Saddle River Boro,24770,16622,2073,Upper Saddle River School District,2023-24,46,60,62.5,58,39,36.5,42.5,64,72,46,62,79.9,46.7,86.2,NA,NA,NA,NA,NA,NA,NA,0.299165545087483,78.7,44.2,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241236559139785,0.239261637239165,10:1,111:1,115,12.7,10.0,67,0.9,14.8,58,5.4,15.0,0.6,28,104,109,110,131,116,116,150,115,121,0,0,0,0,1100,1094,10,111,Other
2023-2024,NJ,Upper Township School District,NJ-095340,3416650,525 Perry Road,NA,NA,Petersburg,08270,http://www.upperschools.org,Yes,PK,08,9700000US3416650,"Upper Township School District, NJ",0,1.1,26.2,17.3,9.2,26.4,19.7,98.8,46.1,66.9,61.2,2.4,4.6,9.6,49.5,17.7,18.6,25.4,2.43,2.79,6599,47.1,11.8,25.3,8.6,7.3,96.2,0.5,0.8,2.1,0,2.2,21.6,106822,128592,124063,141843,22.1,19,18.8,15.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,256,277,-0.7395475462907382,2.4720412392714564,Upper Twp,17329,9728,2035,Upper Township School District,2023-24,40,47,47.5,44,48.5,36,25,67,45,34,37,60.8,28.3,67.8,NA,NA,NA,NA,NA,NA,NA,0.167552447552448,50,20.4,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0713271245634459,0.0866619519094767,12:1,153:1,117,10.4,10.0,75.2,0,0,218,16.5,18.6,13.6,55,138,137,156,154,167,125,147,142,153,0,0,0,0,1374,1369,12,153,Other
2023-2024,NJ,Ventnor City School District,NJ-015350,3416680,400 N. Lafayette Avenue,NA,NA,Ventnor City,08406,http://www.veccnj.org,Yes,PK,08,9700000US3416680,"Ventnor City School District, NJ",3.5,4.4,29.2,19.3,7.2,21.4,15.1,92.1,36.4,58.2,50.9,7.2,6.2,3.4,37.8,21.7,30.9,10.1,2.13,2.78,7760,41.8,29.4,19,4.7,5.1,80.4,6.7,1.1,12.5,0,7.7,13.6,71321,104821,86011,136879,5.6,19.2,5.3,12.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,410,402,2.6836573659460483,1.7324963419560258,Ventnor City,33363,19891,2893,Ventnor City School District,2023-24,54.5,59,37,36,45,83,63,61,57.5,75,42.5,60.7,18.5,71.3,NA,NA,NA,NA,NA,NA,NA,0.176678700361011,50.7,NA,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105814814814815,0.124759825327511,7:1,120:1,70,17.0,13.5,74.3,0,4.3,81,19.1,15.4,50.7,66,43,50,46,60,43,39,41,43,48,0,0,0,0,479,479,7,120,Other
2023-2024,NJ,Voorhees Township School District,NJ-075400,3416830,329 Rt. 73,NA,NA,Voorhees,08043,http://www.voorhees.k12.nj.us,Yes,PK,08,9500000US3416830,"Voorhees Township School District, NJ",2.5,3,17.4,12.1,6.7,31.2,27,94.5,58.3,64.6,56.2,5.5,3.9,5.4,40.2,23.4,27.1,24.2,2.49,3.11,12487,58.4,11.3,20.1,4.5,5.8,69.3,9.9,0.8,20.5,0.1,4.4,20.7,108518,162636,154827,213776,14.4,37.4,10,25.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,127,251,-2.1730316908429907,-0.5223339959694575,Voorhees Twp,18911,12396,1678,Voorhees Township School District,2023-24,53,50,51,59,49,51,59,54,51,44,51,70.2,29.7,79.4,NA,NA,NA,NA,NA,NA,NA,0.223117709437964,57.8,28.5,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159757639620653,0.1706125,12:1,155:1,258,13.4,11.7,69,3.5,4.7,318,10.9,18.8,12.3,215,297,320,349,312,333,315,327,332,306,0,0,0,0,3106,3081,12,155,Other
2023-2024,NJ,Wanaque School District,NJ-315440,3416950,973A Ringwood Avenue,NA,NA,Haskell,07420,http://www.wanaqueps.org,Yes,PK,08,9500000US3416950,"Wanaque Borough School District, NJ",2.3,3.8,33.4,16.6,6.5,27.5,9.9,93.9,37.4,66.4,56.7,4.2,6.8,7.6,47.3,17.5,20.8,17.3,2.53,3.11,4428,39.3,14.6,22.5,12.9,10.8,89.6,2.3,0.3,4.6,0,11.3,16.2,108650,121075,124239,135953,20.4,18.3,17.2,15.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,297,135,1.0841702541399358,1.441688197368052,Wanaque Boro,20778,13189,2268,Wanaque School District,2023-24,54,58,45,42.5,61,56.5,61,41,55,69,63.5,62.9,32.6,73,NA,NA,NA,NA,NA,NA,NA,0.200721062618596,50.4,23,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0977651515151515,0.0982909930715935,11:1,148:1,84,13.3,11.6,81,1.2,10.7,123,14.7,24.4,24.2,57,105,99,83,90,85,91,79,100,99,0,0,0,0,888,883,11,148,Other
2023-2024,NJ,Warren Township School District,NJ-355470,3416980,213 Mt. Horeb Road,NA,NA,Warren,07059,http://www.warrentboe.org,Yes,PK,08,9500000US3416980,"Warren Township School District, NJ",1.2,1.7,16.3,10.6,3.7,34.6,32,97.1,66.6,67.8,61.8,2.4,6.5,4.4,45.5,22.4,21.2,33.6,2.89,3.16,5711,60,7.5,21.3,3.4,7.8,78.3,5.3,1.2,18.3,0,4,23.3,191875,285022,226413,309396,9.1,53.2,10.6,47.4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17,8,-5.7290104367676955,-2.161227853765867,Warren Twp,27617,16400,2283,Warren Township School District,2023-24,50,59,58,55,39,53,48.5,59,52,56,71,69,25.5,78.1,NA,NA,NA,NA,NA,NA,NA,0.206173994387278,70.4,30.4,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20671335200747,0.208814139110604,8:1,129:1,200,14.5,13.5,82,0.5,12.5,131,8.2,20.3,6.1,89,147,173,187,187,173,183,168,192,183,0,0,0,0,1682,1669,8,129,Other
2023-2024,NJ,Washington Borough School District,NJ-415480,3417010,300 West Stewart Street,NA,NA,Washington,07882,http://www.washboroschools.org,Yes,PK,06,9500000US3417010,"Washington Borough School District, NJ",3.7,5.3,41.4,13.4,11.3,18.1,6.7,91,24.8,67,61.1,5.4,5.3,1.1,34.9,36.6,22.1,19.5,2.41,3.31,3119,27.8,17.3,26.6,8.6,19.7,83.9,7.8,0.5,2.5,0,11.1,25.1,67761,83266,87159,108179,11.7,7.3,6.5,4.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,420,189,3.8863452731913446,0.2785580853685755,Washington Boro,20229,11965,1168,Washington Borough School District,2023-24,39,45,27.5,27,64,NA,NA,25,46.5,64,NA,34.5,14.8,39.4,NA,NA,NA,NA,NA,NA,NA,0.0349642857142857,26.3,13,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023321554770318,0.023321554770318,11:1,143:1,51,10.8,8.8,64.7,0,17.6,52,10.6,17.3,40.3,78,61,80,60,77,73,73,69,0,0,0,0,0,0,571,572,11,143,Other
2023-2024,NJ,Washington Township School District,NJ-275520,3417130,53 West Mill Road,NA,NA,Long Valley,07853,http://www.wtschools.org,Yes,PK,08,9500000US3417130,"Washington Township School District (Morris County), NJ",1,1.6,14.3,11.3,6.8,37.6,27.4,97.4,65,64.6,60.8,6.1,4.6,2.7,36,35.3,21.3,29.7,2.84,3.16,6571,57.3,14,19.1,4,5.6,91.4,1.5,0.3,6.7,0,6.1,22,176351,216791,200259,245986,16.4,50.2,15.9,41.8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,58,98,-4.690248319125937,-0.2895653958326432,Washington Twp,20126,12755,1709,Washington Township School District,2023-24,58,58,67,62,46,63.5,53.5,64,65,53,56,71,32.7,81.1,NA,NA,NA,NA,NA,NA,NA,0.227450229709035,62,29.4,70.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0869013006885998,0.0975360923965351,10:1,183:1,203,14.7,14.3,89.7,0.5,0.5,137,7.1,20.2,5.1,86,216,193,204,204,234,185,257,176,255,0,0,0,0,2010,2007,10,183,Other
2023-2024,NJ,Washington Township School District,NJ-415530,3417160,1 East Front St.,NA,NA,Washington,07882,http://www.washtwpsd.org,Yes,PK,06,9500000US3417160,"Washington Township School District (Warren County), NJ",1,2.9,34.5,13.9,9.8,28.5,9.3,96.1,37.8,66.7,65.2,4.1,0.6,5.7,43.5,22.8,27.5,22.5,2.56,2.94,2650,38.4,13.3,17.8,14.8,15.6,90,6.5,0.6,4.8,2.7,3.5,21.1,111815,132707,137168,153825,19.2,25.6,16.9,18.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,492,527,0.7080026583683395,1.420674280730488,Washington Twp,19554,10486,2260,Washington Township School District,2023-24,57,52,51,48,67,NA,NA,57,46,47.5,NA,46.6,12.5,54.2,NA,NA,NA,NA,NA,NA,NA,0.113122171945701,37.9,12.5,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0415315315315315,0.0415315315315315,10:1,104:1,42,10.8,10.7,71.4,0,2.4,31,8.1,17.3,19.5,30,58,51,52,57,63,55,50,0,0,0,0,0,0,416,407,10,104,Other
2023-2024,NJ,Watchung Borough School District,NJ-355540,3417190,1 Dr. Parenty Way,NA,NA,Watchung,07069,http://www.watchungschools.com,Yes,PK,08,9500000US3417190,"Watchung Borough School District, NJ",1.4,3,15,14.5,5.8,35.3,25,95.6,60.3,68,62.2,6.8,10.6,4.3,46.5,11.5,27.1,18.4,2.82,3.19,2286,57.8,11.6,19.2,3.4,8,85.3,0.4,0.2,16.3,0,2.6,20.1,157065,210743,178000,248093,17,45.4,16.1,39.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,78,385,-3.59150238142666,-0.42364450584842384,Watchung Boro,21234,13326,2183,Watchung Borough School District,2023-24,56,56,56.5,75,49,42.5,54.5,38,74.5,60,50,68.5,27.9,75.3,NA,NA,NA,NA,NA,NA,NA,0.233924349881797,60.6,24.6,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178886255924171,0.174857954545455,10:1,112:1,68,11.6,10.3,61.8,0,4.4,64,9.9,14.7,1.6,30,62,85,64,77,82,70,68,64,71,0,0,0,0,673,674,10,112,Other
2023-2024,NJ,Waterford Township School District,NJ-075560,3417250,1106 Old White Horse Pike,NA,NA,Waterford,08089,http://www.wtsd.org,Yes,PK,06,9700000US3417250,"Waterford Township School District, NJ",2.2,7.6,40.4,17.9,10,15.8,6.1,90.2,21.9,67.3,62.5,6.5,4.5,4.4,46.6,21.2,23.3,17.5,2.65,2.98,3969,32.5,14.4,21,13.7,18.4,93.4,3.5,0.2,2.4,0.2,7.5,16,99799,116634,118448,129809,19.2,16.9,16.1,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,423,265,3.062048144981635,1.4236900907803132,Waterford Twp,20222,11720,2159,Waterford Township School District,2023-24,61,62.5,44,57.5,79,NA,NA,52.5,73,62,NA,46.8,NA,56,NA,NA,NA,NA,NA,NA,NA,0.0721786492374728,40.9,NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0414814814814815,0.0414814814814815,10:1,115:1,94,10.8,10.6,77.7,0,5.3,74,9.6,19.7,28.8,149,105,109,92,106,112,111,131,0,0,0,0,0,0,915,926,10,115,Other
2023-2024,NJ,Wenonah  Boro School District,NJ-155590,3417340,200 N. Clinton Avenue,NA,NA,Wenonah,08090,http://www.wenonahsd.org,Yes,PK,06,9500000US3417340,"Wenonah Borough School District, NJ",0.1,1.3,19.4,11,10.7,31.8,25.7,98.6,57.5,68.3,58.9,4.7,7.9,1.9,38.4,20.3,31.5,33.3,2.77,3.15,861,54.6,15.9,18.1,2.1,9.3,99.1,0,0.5,1.9,0.3,0.2,22.8,127125,187812,146650,213246,16,32.7,15.7,27.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,115,252,-2.8909717746094485,0.7637276797754965,Wenonah Boro,21610,11863,2606,Wenonah  Boro School District,2023-24,39.5,50.5,38,8,69,NA,NA,72,30,49,NA,60.2,NA,72.6,NA,NA,NA,NA,NA,NA,NA,0.0820689655172414,69.3,NA,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164367816091954,0.164367816091954,8:1,163:1,21,14.5,9.5,61.9,4.8,14.3,9,5.9,20.9,4.3,10,12,23,30,17,25,19,27,0,0,0,0,0,0,163,162,8,163,Other
2023-2024,NJ,West Cape May School District,NJ-095610,3417400,301 MOORE STREET,NA,NA,WEST CAPE MAY,08204,http://wcmschool.net,Yes,PK,06,9500000US3417400,"West Cape May Borough School District, NJ",2.2,1.2,21.1,18.5,10,29.7,17.4,96.6,47.1,54.2,43,2.5,2.7,16,26,16,39.3,11.2,2.2,2.78,1072,36.8,24.5,29.7,5,4,88.6,3.3,0,0,0,9.4,15.5,87212,114762,106250,136676,20.8,13.3,18.1,9.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,471,486,0.8997186042531329,4.529340950147604,West Cape May Boro,27319,15733,2203,West Cape May School District,2023-24,61,67,70,56,NA,NA,NA,72,91,NA,NA,71.4,NA,79.4,NA,NA,NA,NA,NA,NA,NA,NA,61.9,NA,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142,0.142,8:1,83:1,10,11.1,9.3,80,0,0,2,2.4,16.9,19.3,2,13,9,17,11,11,12,8,0,0,0,0,0,0,83,82,8,83,Other
