SCHOOL_YEAR,ST,LEA_NAME,ST_LEAID,LEAID,LSTREET1,LSTREET2,LSTREET3,LCITY,LZIP,WEBSITE,G_PK_OFFERED,GSLO,GSHI,GeoId,Geography,Edu_Less_9th,Edu_9th_12th_No_Diploma,Edu_HS_Grad,Edu_Some_College,Edu_Assoc_Degree,Edu_Bach_Degree,Edu_Grad_Prof_Degree,Edu_HS_or_Higher,Edu_Bach_or_Higher,Emp_Labor_Force,Emp_Fem_Labor_Force,Emp_Unemp_Rate,Enroll_Nursery,Enroll_Kindergarten,Enroll_Elem,Enroll_HS,Enroll_College,HH_Married_Children,HH_Avg_Size,Fam_Avg_Size,Housing_Units,Occ_Mgmt_Bus_Sci_Arts,Occ_Service,Occ_Sales_Office,Occ_Nat_Res_Const_Maint,Occ_Prod_Trans_Mat_Mov,Race_White,Race_Black,Race_Amer_Indian_Alaska,Race_Asian,Race_Hawaiian_Pacific,Race_Other,Pop_Under_18,HH_Med_Income,HH_Mean_Income,Fam_Med_Income,Fam_Mean_Income,Fam_Income_150k_199k,Fam_Income_200k_plus,HH_Income_150k_199k,HH_Income_200k_plus,km_euclid,km_maha,km_pc_scaled,km_pc_unscaled,hc_euclid_ward,hc_euclid_mcquitty,hc_pc_dist_scaled_ward,hc_pc_dist_scaled_mcquitty,hc_pc_dist_unscaled_ward,hc_pc_dist_unscaled_mcquitty,euclid_score,mah_score,PC1,PC2
2023-2024,NJ,Island Heights School District,NJ-292350,3407710,115 Summit Avenue,NA,NA,Island Heights,08732,http://www.islandheights.k12.nj.us,Yes,PK,06,9500000US3407710,"Island Heights Borough School District, NJ",1.1,1.6,23.3,11.9,12.5,29.6,20.1,97.3,49.7,60.8,57.6,3.2,4.8,0,49.3,23.7,22.2,8.4,2.09,2.61,837,57.1,12.1,18.2,4.8,7.7,97.6,3.1,1.1,1.9,0,2.6,16.2,105089,149111,128295,183062,13.6,20.9,10.7,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,267,436,-0.7196023776800112,3.0827536237085753
2023-2024,NJ,Jamesburg Public School District,NJ-232370,3407770,13 AUGUSTA STREET,NA,NA,JAMESBURG,08831,http://www.jamesburg.org,Yes,PK,08,9700000US3407770,"Jamesburg Borough School District, NJ",6.9,4.4,35.7,14.1,8.6,25.7,4.7,88.8,30.4,74.7,66.7,4.8,5.7,5.8,51.2,19.9,17.4,29.5,2.77,3.37,2192,40.8,16,23.9,10.4,8.9,87.9,3.7,2.5,8.2,0,10.8,26.4,112813,108941,130679,123406,27.9,10.9,21.1,7.6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,369,386,1.4753416019594308,-0.7611112273275882
2023-2024,NJ,Kingwood Township School District,NJ-192450,3408010,880 COUNTY RD 519,NA,NA,Frenchtown,08825,http://WWW.KINGWOODSCHOOL.ORG,Yes,PK,08,9500000US3408010,"Kingwood Township School District, NJ",0.7,4.2,22.7,16.6,6.7,29.9,19.2,95.1,49.1,70.9,69.7,1.8,0,3.6,51.7,17.9,26.8,20.9,2.45,2.87,1583,52.6,8.9,25,11.1,2.4,95.1,3.1,0,1.4,0,4.1,16.4,146829,159404,165349,182540,32.8,23.8,26,22.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,308,456,-2.094311725694235,2.8209039369795463
2023-2024,NJ,Knowlton Township School District,NJ-412470,3408070,80 Route 46,NA,NA,Delaware,07833,http://www.knowltonschool.com,Yes,PK,06,9500000US3408070,"Knowlton Township School District, NJ",2.7,6.1,26.2,29.6,7.3,18.3,9.8,91.2,28.1,61.5,52.8,6.1,5.1,11.3,47.7,9.7,26.2,19.4,2.62,2.94,1203,37.4,14.1,18.6,12.3,17.6,95.4,5.2,0,1.4,0,4.5,20.6,101813,126798,108438,139778,9.9,19.3,9.3,15.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,391,335,2.7575932280676696,0.9130063022915159
2023-2024,NJ,Lafayette Township School District,NJ-372490,3408130,178 Beaver Run Road,NA,NA,Lafayette,07848,http://www.ltes.org,Yes,PK,08,9500000US3408130,"Lafayette Township School District, NJ",5.8,2.7,27.5,14,8.7,30.1,11.2,91.5,41.3,68.3,56.7,3.9,3.2,9.2,51.1,13.7,22.9,25.4,2.77,2.92,907,51.6,11.3,18.3,12.7,6,97.1,0.7,0.5,0.9,0,6.5,20,115313,138726,117281,145182,11.9,24,12.4,21.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,229,301,0.11193280519597626,0.46407486930790365
2023-2024,NJ,Lakehurst School District,NJ-292500,3408160,401 UNION AVENUE,NA,NA,LAKEHURST,08733,http://www.lakehurstschool.org,Yes,PK,08,9700000US3408160,"Lakehurst Borough School District, NJ",3,10.7,45.5,17.4,4.2,13.6,5.6,86.3,19.2,63.9,55.5,4.7,11.7,4.2,37.1,24.4,22.5,10.2,2.68,2.88,1074,17.1,25.2,32.7,11.2,13.8,83.3,9.6,1.5,6.4,0,11.2,18.5,78525,84520,78368,83227,3.7,5,4.1,5.6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,485,370,5.608357229353166,0.3389513363333595
2023-2024,NJ,Laurel Springs School District,NJ-072540,3408280,623 Grand Ave.,NA,NA,Laurel Springs,08021,http://www.laurelspringschool.org,Yes,PK,06,9700000US3408280,"Laurel Springs Borough School District, NJ",2.2,3.4,24.9,20.6,10.1,26.2,12.6,94.4,38.8,68.2,63,4.5,2.8,4.1,42.5,23.7,26.9,29.4,2.95,3.71,727,45.6,8.7,26.4,7.6,11.6,89.4,4.2,1.7,5.6,0,0.8,23.8,113500,123153,140179,152450,23.5,21.5,15.9,17.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,242,290,-0.09128336199165857,0.0874377478058899
2023-2024,NJ,Lavallette Borough School District,NJ-292550,3408310,105 Brooklyn Avenue,NA,NA,Lavallette,08735,http://www.lavallettek12.org,Yes,PK,08,9700000US3408310,"Lavallette Borough School District, NJ",1,1.4,21.4,16.1,5.1,33,22,97.6,55,48.4,41.5,1.2,41,23.3,6.6,11.7,17.4,2.4,2.1,2.54,2967,50.6,6.7,24.7,6,12,99.7,0.4,0.2,2.2,0.3,1.7,12.8,108750,169047,131851,211364,12.8,28.6,10.5,21.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,508,546,-1.2849858302487656,4.24707332206357
2023-2024,NJ,Lawnside School District,NJ-072560,3408340,426   East Charleston Avenue,NA,NA,Lawnside,08045,http://lawnside.k12.nj.us,Yes,PK,08,9700000US3408340,"Lawnside Borough School District, NJ",3.1,4.8,36.7,24,5.5,8.4,17.4,92.1,25.9,60.5,53.2,11.8,3.9,11.5,43.3,17.6,23.6,5,2.66,3.35,1208,33.3,23.3,18.6,2.3,22.5,7.7,81.1,1.2,0.6,0,12.9,18.8,74250,101567,98214,124533,12.3,20.2,12.5,13.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,532,542,5.124858730441978,-2.511872043072714
2023-2024,NJ,Lawrence Township School District,NJ-112570,3408370,225 Main Street,NA,NA,Cedarville,08311,http://www.myronlpowell.org,Yes,PK,08,9700000US3408370,"Lawrence Township School District (Cumberland County), NJ",5.9,4.3,43.4,20.8,6.3,16.1,3.1,89.8,19.2,61.2,55.4,6.2,5.9,6.5,40,23.5,24.1,17.6,2.81,3.22,1253,35.5,15.5,20.4,13.2,15.4,84,10.2,4.8,1.1,0,4.7,20.9,85268,101584,103750,111940,17.2,8.8,13.9,10.9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,474,482,3.872993187187644,0.11809836240804111
2023-2024,NJ,Lebanon Borough School District,NJ-192590,3408430,6 Maple Street,NA,NA,Lebanon,08833,http://www.lebanonschool.org,Yes,PK,06,9500000US3408430,"Lebanon Borough School District, NJ",0.4,0.4,19.5,17.6,4.7,31.2,26.3,99.3,57.5,71.4,67,2.8,16.9,2.6,32.1,16,32.4,17.6,2.37,3.15,799,61.2,12.7,14.5,8.5,3.2,93.7,1,0.4,5.7,0,1.1,17.4,106389,148488,160469,184362,17.7,33.9,10.9,25.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,159,378,-2.4101927608310847,1.7929524452886154
2023-2024,NJ,Lebanon Township School District,NJ-192600,3408460,70 Bunnvale Road,NA,NA,Califon,07830,http://www.lebtwpk8.org,Yes,PK,08,9500000US3408460,"Lebanon Township School District, NJ",1.3,2.2,22.9,21.4,5.2,23.7,23.3,96.5,47,66.6,66.3,5.4,6.3,12.2,22.1,37.9,21.5,22,2.58,2.97,2524,47.5,14.3,19.5,10.3,8.4,97.7,1.4,0.1,0,0.3,2,18.7,131030,143732,146563,154840,26.1,22.3,22.1,19.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,323,464,-1.075663170869777,2.5668585775453767
2023-2024,NJ,Lincoln Park School District,NJ-272650,3408580,92 Ryerson Road,NA,NA,Lincoln Park,07035,http://www.lincolnparkboe.org,Yes,PK,08,9700000US3408580,"Lincoln Park Borough School District, NJ",3.1,4.1,27.1,13.8,5.4,30.1,16.4,92.8,46.5,67.4,62.6,10.8,6.2,3.3,31.6,21.1,37.7,19,2.48,3.11,4245,50.1,10.7,24.6,10.3,4.2,89,5,0.3,6.2,0,11.8,15,112056,128620,133506,147801,27,16,21.3,13.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,342,409,-0.04837917629770097,1.9846292800529168
2023-2024,NJ,Linwood City School District,NJ-012680,3408670,51 Belhaven Avenue,NA,NA,Linwood,08221,http://www.linwoodschools.org,Yes,PK,08,9500000US3408670,"Linwood City School District, NJ",1.8,3.3,16.4,12.6,8.3,31.2,26.3,94.9,57.6,64.9,58,5.4,7.2,4.7,42.8,20,25.3,23.4,2.56,3.05,2887,53.9,15.8,19.1,6.1,5.1,89.8,3.3,0.2,8.4,0.6,3.7,21,133487,192622,156737,228601,18.5,36.8,15.9,30.4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,116,196,-2.5578459676356866,0.5808966996398599
2023-2024,NJ,Little Egg Harbor Township School District,NJ-292690,3408700,307 Frog Pond Road,NA,NA,Little Egg Harbor,08087,http://www.lehsd.org,Yes,PK,06,9500000US3408700,"Little Egg Harbor Township School District, NJ",0.9,3.8,39.2,21.1,9,17.3,8.7,95.3,26,57.8,51.2,5.2,6.7,3.6,41.9,17.2,30.6,17.7,2.34,2.74,10975,28,24.8,24.7,14,8.6,94.7,4.9,0.3,1.9,0,2.5,16.8,84325,107648,99190,113447,11.4,11.3,10,10.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,431,74,3.2828571581766237,3.018732340310179
2023-2024,NJ,Little Falls Township Public School District,NJ-312700,3408730,Little Falls School # 1,32 Stevens Ave.,NA,Little Falls,07424,http://www.lfschools.org,Yes,PK,08,9500000US3408730,"Little Falls Township School District, NJ",3.3,1.1,25.4,16.9,6.6,30.4,16.2,95.5,46.6,72.8,70.1,5.6,4.3,1.5,22.5,10.3,61.3,14.1,2.22,2.81,5848,49.6,15.1,22.1,3,10.2,85.6,3.4,0.6,6.9,0,11.7,12.6,119196,144972,146763,170505,19.8,28.6,15.7,20.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,378,323,-0.35812072540664297,2.9398090079766672
2023-2024,NJ,Little Ferry Public School District,NJ-032710,3408760,130 Liberty Street,NA,NA,Little Ferry,07643,http://www.lfboe.org,Yes,PK,08,9700000US3408760,"Little Ferry Borough School District, NJ",4.6,5.5,29.6,19.6,7,23.6,10.2,89.9,33.8,70.3,65.6,8.3,6.1,12,28.7,16.4,36.8,18.6,2.53,3.11,4466,32.1,14.2,26.3,5,22.3,62.8,4.6,1,22.8,0,21.2,15.5,72722,107026,89495,119336,16.7,11.4,11.2,10.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,462,403,3.2185811392598183,-0.03413263004532109
2023-2024,NJ,Little Silver Boro School District,NJ-252720,3408790,124 WILLOW DRIVE,NA,NA,LITTLE SILVER,07739,http://WWW.LITTLESILVERSCHOOLS.ORG,Yes,PK,08,9500000US3408790,"Little Silver Borough School District, NJ",0.7,0.4,7.9,9.1,4.3,43.9,33.8,98.9,77.7,69.7,56.6,3.3,6.9,4.5,52.4,18.2,18,33.6,2.72,3.02,2338,62.7,6.9,22,5.7,2.8,99.5,0,0,0,0.5,0,23.6,216974,278125,229393,304330,11.9,57,9.5,55.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,50,-7.0298358499362985,-0.7508852766365484
2023-2024,NJ,Logan Township School District,NJ-152750,3408880,110 School Lane,NA,NA,Logan Township,08085,http://www.logantownshipschools.org,Yes,PK,08,9700000US3408880,"Logan Township School District, NJ",0.4,3.9,33,13.8,11.6,27.3,10,95.7,37.3,72.9,68.9,5.1,7.6,8.9,39,26.2,18.3,28.9,2.8,3.09,2206,36,17.9,26.8,8,11.4,89,10.7,0.5,0,0,2.1,24.8,109566,128706,139821,148789,24.7,20.4,20.5,15.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,270,250,0.35654444191618595,1.1588048274288447
2023-2024,NJ,Long Beach Island Consolidated School District,NJ-292760,3408910,201 20TH STREET,NA,NA,SHIP BOTTOM,08008,http://www.lbischools.org,Yes,PK,06,9500000US3408910,"Long Beach Island School District, NJ",0.5,1.3,17.3,12.3,5.1,37.2,26.4,98.1,63.5,46.4,37.9,8.7,1.7,0,34.6,28.6,35.1,8.4,2.03,2.52,15827,57,9.7,23.8,6.2,3.3,96.1,0.2,0,4.2,0.1,1.7,8.7,109331,184347,147375,229508,14.6,35.2,11.5,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,305,382,-2.4358289819853423,4.139846890571779
2023-2024,NJ,Lopatcong Township School District,NJ-412790,3409000,321 Stonehenge Drive,NA,NA,Phillipsburg,08865,http://www.lopatsd.org,Yes,PK,08,9700000US3409000,"Lopatcong Township School District, NJ",2.4,2.9,23.2,22.4,6.7,28.3,14.1,94.6,42.4,66.5,59.3,4.6,10.3,12.2,34.3,22.4,20.9,17.4,2.2,2.84,4088,57.4,11.3,15.3,4.2,11.8,84.3,10,0.1,4.7,0,9.3,17.1,91954,104752,118625,133439,18.8,16.5,12.2,11.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,320,389,0.5309638632829476,1.8242789460747662
2023-2024,NJ,The Lower Alloways Creek School District,NJ-332800,3409030,967 Main Street - Canton,NA,NA,Salem,08079,http://www.lacschool.org,Yes,PK,08,9700000US3409030,"Lower Alloways Creek Township School District, NJ",1.8,6.3,46.6,15.7,16,8.7,4.8,91.9,13.5,58.6,49.6,4.1,3.8,6.5,47.1,17.6,24.9,13.5,2.47,3.13,702,24.9,18.1,18.8,17.3,20.9,94.5,2.5,0,1.3,0,2,16.5,73958,93399,109297,119044,22.3,8.8,15.4,6.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,519,499,4.426406449293592,2.790963990253013
2023-2024,NJ,Lower Township Elementary School District,NJ-092840,3409150,905 Seashore Road,Administration,NA,Cape May,08204,http://www.lowertwpschools.com,Yes,PK,06,9500000US3409150,"Lower Township School District, NJ",2,4.1,36.4,21.1,8,20.9,7.6,93.9,28.5,58.7,55.4,7.1,6.5,8.6,47.5,25,12.5,14.4,2.19,2.66,15061,34.4,25.5,19.9,10.8,9.3,97.9,2.9,0.3,0.8,0.5,3.7,19.3,74944,96450,87526,109992,9.5,10.5,8.5,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,430,248,3.3472784713700006,2.1544443588131625
2023-2024,NJ,Lumberton Township Board of Education,NJ-052850,3409180,33 Municipal Drive,NA,NA,Lumberton,08048,http://www.lumberton.k12.nj.us,Yes,PK,08,9500000US3409180,"Lumberton Township School District, NJ",1.3,4.6,20.1,20.4,11,24.5,18,94.1,42.5,70.5,62.4,7.3,5.2,1.3,38.7,27.1,27.7,22,2.63,3.25,5089,54.9,14.1,18.1,2.9,9.9,74.5,20.7,0.4,8.9,0,1.9,19.7,112540,146060,155604,176710,22.8,29.7,16.9,21.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,234,285,-0.5667011525945955,0.5039592743423306
2023-2024,NJ,Magnolia School District,NJ-072890,3409300,420 N. Warwick Rd,NA,NA,Magnolia,08049,http://www.magnoliaschools.org,Yes,PK,08,9500000US3409300,"Magnolia Borough School District, NJ",2.7,4.2,40.1,14.9,5.3,23.6,9.1,93.1,32.8,75.9,72.9,7.5,12.9,10.3,24.1,22.2,30.4,15.6,2.43,3.15,1937,44.6,11.8,24.4,8.3,10.9,71.9,21.2,0.2,9,0,7.5,21.6,74295,91729,93977,104610,17.7,7.3,10.8,6.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,385,310,2.4549368937924543,0.648169467673605
2023-2024,NJ,Manalapan-Englishtown Regional School District,NJ-252920,3409390,54 Main Street,NA,NA,Englishtown,07726,http://www.mersnj.us/,Yes,PK,08,9500000US3409390,"Manalapan-Englishtown Regional School District, NJ",1.3,1.7,19.3,14.9,7,34.1,21.6,97,55.8,66.4,60,4.4,5.9,4.7,41.9,25,22.5,31.4,2.74,3.23,16065,58.3,7.9,21.2,6.7,6,86.3,4.9,0.3,8.4,0,4.4,22.5,145630,180338,174869,212845,20.7,40.2,16,33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,81,57,-3.3210510052528246,-0.0589037993077563
2023-2024,NJ,Mannington Township School District,NJ-332950,3409480,495 Route 45,NA,NA,Salem,08079,http://manningtonschool.org,Yes,PK,08,9700000US3409480,"Mannington Township School District, NJ",4.7,8,41.4,20.1,4.8,11.7,9.3,87.3,21.1,45.2,53.5,2.8,10.5,4.4,31.9,23.4,29.8,15.4,2.95,3.6,526,42.1,10.2,25.4,13.9,8.5,74.7,24.6,0.2,0,0,2.7,15.8,100714,117824,129375,131207,11.9,16.1,12.9,13.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,416,518,2.8758554602127093,0.2252349078951591
2023-2024,NJ,Mansfield Township School District,NJ-052960,3409510,200 Mansfied Road East,NA,NA,Columbus,08022,http://www.mansfieldschool.com,Yes,PK,06,9500000US3409510,"Mansfield Township School District (Burlington County), NJ",1.4,3.5,27.7,19.1,8,23,17.3,95.1,40.3,57.9,52.3,4.2,8.4,0.9,32,33.4,25.3,24.5,2.47,2.99,3696,55.1,12.2,18.2,4.7,9.7,79.3,17.7,0.6,2.8,0,4.1,16.9,106853,138774,146081,167668,16.4,32.8,11.8,24.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,215,249,-0.46765732971458224,1.3672821090228868
2023-2024,NJ,Mansfield Township Elementary School District,NJ-412970,3409540,50 Port Murray Road,NA,NA,Port Murray,07865,http://www.mansfieldtsd.org,Yes,PK,06,9500000US3409540,"Mansfield Township School District (Warren County), NJ",2.3,6.7,28.6,12.7,13.4,24.8,11.5,91,36.3,71.4,65.7,3,13.4,0.7,48,14,23.9,21.7,2.61,3.36,3004,41.6,23.2,17.4,6,11.8,82,11.3,0.5,4.3,0,12.4,23.9,93472,104539,114984,125340,16.8,15.7,12.2,10.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,309,144,1.8644238410155558,-0.4611433305434266
2023-2024,NJ,Mantua Township School District,NJ-152990,3409600,684 Main Street,NA,NA,Sewell,08080,http://www.mantuaschools.com,Yes,PK,06,9500000US3409600,"Mantua Township School District, NJ",1.2,3.9,34.6,16.4,9.1,23.3,11.6,94.9,34.9,69,64.5,5.5,4.5,6.3,33.8,28.3,27.1,20,2.7,3.07,5883,46.4,12.6,21.2,10.2,9.6,93.5,5.5,0.5,1.8,0.1,0.7,19.5,108958,144978,128192,166493,12,26.3,11.9,20.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,227,190,0.5406032731655199,1.3189135270105954
2023-2024,NJ,Margate City School District,NJ-013020,3409690,8103 Winchester Avenue,NA,NA,Margate,08402,http://www.margateschools.org,Yes,PK,08,9700000US3409690,"Margate City School District, NJ",1,2.5,16.3,15.3,8.4,25.7,30.7,96.5,56.4,55.8,55.5,4,4,6.1,39,19.4,31.5,14.1,2.06,2.58,6846,63.1,11.7,20.3,1.4,3.4,96.3,0.6,0,2,0.1,3.1,14.7,112661,165725,140729,214173,14,35,9.1,25.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,211,445,-2.0797028872384944,3.0654591591612754
2023-2024,NJ,Marlboro Township School District,NJ-253030,3409720,1980 Township Drive,NA,NA,Marlboro,07746,http://www.mtps.org,Yes,PK,08,9500000US3409720,"Marlboro Township School District, NJ",1.4,1.7,14.4,11.1,7.2,33,31.3,97,64.2,64.6,57.7,3.7,5.9,2.4,37.7,27.3,26.7,36.8,2.96,3.27,14419,63.2,7.7,19.8,4.4,4.8,73.6,2.4,0.6,23.3,0,4,24.5,170357,222176,196387,245184,14.9,48.7,13.1,42.5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,55,119,-5.080017516464027,-1.6197054370577235
2023-2024,NJ,Maurice River Township School District,NJ-113050,3409780,3593 RT 47,NA,NA,PORT ELIZABETH,08348,http://WWW.MRTES.COM,Yes,PK,08,9700000US3409780,"Maurice River Township School District, NJ",3,13.9,54.9,15.3,6.4,4.5,2,83,6.5,20.6,47.5,8.1,3,0,26.2,56.2,14.6,18.8,2.41,2.92,1294,29.7,19,11.4,20.9,18.9,54.7,33.6,0.3,0.6,0,11.6,9.5,70109,114682,97500,150888,17.6,11.3,13.1,7.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,553,554,5.873084280911384,1.0535518165579358
2023-2024,NJ,Maywood School District,NJ-033060,3409810,452 Maywood Avenue,NA,NA,Maywood,07607,http://WWW.MAYWOODSCHOOLS.ORG,Yes,PK,08,9700000US3409810,"Maywood Borough School District, NJ",3.2,3.8,24.5,19,6.6,25.4,17.6,93,43,65.5,57.2,8,5.3,3,34,18.1,39.5,20.9,2.7,3.26,3848,47.7,10.6,22.2,8,11.5,68.9,7.3,0.6,18.7,0.3,16.2,17.3,119057,132831,137905,153685,17.7,24.7,15.2,19.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,266,348,0.29984909299169415,0.0436814497056822
2023-2024,NJ,Medford Lakes School District,NJ-053070,3409840,44 Neeta Trail,NA,NA,Medford Lakes,08055,http://www.medford-lakes.k12.nj.us,Yes,PK,08,9500000US3409840,"Medford Lakes Borough School District, NJ",0,0.2,11.2,18.2,11.9,33.5,25,99.8,58.4,63.8,59.7,3.4,6.7,5.3,38.2,30.6,19.1,34.1,2.91,3.3,1509,57.2,8.9,22.8,3.7,7.5,97.7,0,0.1,6.4,0,0.7,24.7,139879,168020,157434,187270,19.5,34.4,17.9,28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,117,327,-3.567557482429026,0.912488541212083
2023-2024,NJ,Medford Township School District,NJ-053080,3409870,137 Hartford Road,NA,NA,Medford,08055,http://www.medford.k12.nj.us,Yes,PK,08,9500000US3409870,"Medford Township School District, NJ",0.4,1.7,15.2,13.2,6.7,41,21.9,97.9,62.8,66,59.8,3.7,6.2,3.8,35.3,32.6,22.2,26.3,2.67,3.06,9408,62.7,8.8,21.8,3.2,3.6,94.3,1.6,0.2,4.4,0.1,3,19.6,154446,190098,177143,216079,18.4,43,16,35.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,71,30,-4.302003099972061,1.0535092879439416
2023-2024,NJ,Mendham Borough School District,NJ-273090,3409900,12 HILLTOP ROAD,NA,NA,MENDHAM,07945,http://www.mendhamboro.org,Yes,PK,08,9500000US3409900,"Mendham Borough School District, NJ",0.5,0.5,9.4,9.2,4.3,36.6,39.5,99,76.1,65.1,57.3,3.1,6.7,7.3,45.4,27,13.5,29.8,2.74,3.13,1796,61.9,10,24.6,1,2.5,93.4,0.1,0,8.3,0,5.3,22.8,212550,284153,275000,324192,11.7,62.1,10.5,51.6,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,123,-7.31664936544457,-1.032616092131199
2023-2024,NJ,Mendham Township School District,NJ-273100,3409930,18 West Main Street,NA,NA,Brookside,07926,http://www.mendhamtwp.org,Yes,PK,08,9500000US3409930,"Mendham Township School District, NJ",0.7,0.2,8.2,8.3,4.9,42.1,35.5,99.1,77.6,64.4,48.2,3.1,5.5,4,37.1,33.7,19.7,30.6,2.94,3.54,2095,70.6,7.6,14.9,4,2.8,90.1,1.4,0,8.3,0,5.6,23.2,240962,371996,275000,452389,13.1,72.3,19.9,57.8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,52,531,-9.202444995530382,-1.7242712258779669
2023-2024,NJ,Merchantville School District,NJ-073110,3409960,130 S. Centre Street,NA,NA,Merchantville,08109,http://www.merchantvilleschool.org,Yes,PK,08,9700000US3409960,"Merchantville Borough School District, NJ",5.2,2.3,32.3,22.8,6,19.7,11.7,92.5,31.4,69.6,63.2,2.5,10.5,7.5,36.8,31.9,13.3,13,2.57,3.17,1617,37.7,13.5,18.8,5.9,24.1,79.7,12.3,0,4.7,0.2,20.5,23.2,72375,105257,122083,129330,15.8,15.8,11.8,11.2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,366,495,2.376377833531755,-0.35602471524111245
2023-2024,NJ,Millstone Township School District,NJ-253200,3410230,5 Dawson Court,NA,NA,Millstone Township,08535,http://www.millstone.k12.nj.us,Yes,PK,08,9700000US3410230,"Millstone Township School District, NJ",1,3.6,18.2,13.3,7.6,39.1,17.4,95.5,56.5,67.9,59.1,3.2,5.9,2.6,34.3,20.6,36.5,28.4,2.89,3.1,3687,55.9,7.7,21.4,8.9,6.2,84.1,0.6,0.1,10.8,0.2,12.3,17.8,190559,229893,220217,254224,13.2,53.1,12,46.7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,70,224,-4.011359327019692,-0.05809161537512847
